key,method,path,origin,summary,description,inputs,bound_intents,regex_domain,action,domain_corrected,entity
6493c6b1896632016626c42c8b59a252d1827942c05951d2de5c44dbc8399991,GET,/v0/domains,https://mpp.api.agentmail.to,List Domains,List Domains,limit | page_token | ascending | Authorization,cloud.domains,,lookup,cloud,Mailbox
a82b9d63a167984eb4481342becb5c9d7646a5ecef45c3139f489bc6fc9b361d,POST,/v0/domains,https://mpp.api.agentmail.to,Create Domain,Create Domain,Authorization | domain | feedback_enabled,cloud.domains,,provision,cloud,Mailbox
90776fe8ee99cfdd1111160ddafedb366ef939735791c2077ed0f952777c2c6f,GET,/v0/domains/{domain_id}/zone-file,https://mpp.api.agentmail.to,Get Zone File,Get Zone File,domain_id | Authorization,cloud.domains,,lookup,cloud,Mailbox
63730897953f78d8d249a06549c59910a33253e2753c21c1ca3fda4e07ac64ba,GET,/v0/pods/{pod_id}/domains,https://mpp.api.agentmail.to,List Domains,List Domains,pod_id | limit | page_token | ascending | Authorization,cloud.domains,,lookup,cloud,Mailbox
590ba74db7d746008ad39a9760cfc2a42657d06f27083c646921131ce7812993,POST,/v0/pods/{pod_id}/domains,https://mpp.api.agentmail.to,Create Domain,Create Domain,pod_id | Authorization | domain | feedback_enabled,cloud.domains,,provision,cloud,Mailbox
23ee2f90cd34eec973eaa5d729c0487157620fbf0121a9e2e2bba222bcb11195,GET,/v0/pods/{pod_id}/domains/{domain_id}/zone-file,https://mpp.api.agentmail.to,Get Zone File,Get Zone File,pod_id | domain_id | Authorization,cloud.domains,,lookup,cloud,Mailbox
935ee1d96c0bbf05e2a8223c4d6d03cd9bd5c21ad58f4ec5a382d4ec994ae0e2,POST,/v0/domains/{domain_id}/verify,https://mpp.api.agentmail.to,Verify Domain,Verify Domain,domain_id | Authorization,cloud.domains,,validate,cloud,Mailbox
072e4262b42e96f1ddd651b042669f966f4116f3d5e21392b7524e20d3a672c5,POST,/v0/pods/{pod_id}/domains/{domain_id}/verify,https://mpp.api.agentmail.to,Verify Domain,Verify Domain,pod_id | domain_id | Authorization,cloud.domains,,validate,cloud,Mailbox
ceda85e9963a6c75d4f84759a18d9fac61e2f7747448c0678a6824ab95f256da,POST,/register,https://mpp.doma.xyz,Register a domain name via MPP payment,,domain | buyerAddress | contact,cloud.domains,,provision,cloud,Domain
ba8c79aa7d5b9623607839bfe5ebd5fc92c3bcc3ef413e34676cb01c37f0b792,POST,/buy,https://mpp.doma.xyz,Buy a listed Doma domain via MPP payment + Seaport,,domain | buyerAddress,cloud.domains,,provision,cloud,Domain
e845f5e588a345c6f5be67c4ca3e158e4bf587d28738ac951cfac7a009e9724a,POST,/api/check,https://stabledomains.dev,Check domain availability and current registration price.,,domain,cloud.domains,shop,lookup,cloud,Domain
81fcb3d66c6dd7111fbd83451043b074277deaedb39930d9a1648ec35f19e20c,POST,/api/register,https://stabledomains.dev,Register a domain. Price follows a daily bonding curve.,,domain | notificationEmail,cloud.domains,shop,provision,cloud,Domain
3c5aeae852690002fe1d78923ad652d5d85e6b6d2d60d7175102ae596e4afc60,POST,/api/domain/renew,https://stabledomains.dev,Renew a domain for 1-10 years.,,domain | count,cloud.domains,,provision,cloud,Domain
86e7b2dcd57899a631a0d66aac4f01084b59966cb648e3cd4ecb83a05447a5af,GET,/api/domain/dns,https://stabledomains.dev,domain/dns,,domain,cloud.domains,cloud,lookup,cloud,Domain
8199b93d81ed95d7c9ba288d78c2a36bcf8d1235817d0f217cfcdb2442a64670,POST,/api/domain/dns,https://stabledomains.dev,domain/dns,,domain | action | records,cloud.domains,cloud,provision,cloud,Domain
af7aff9f72bc15e2e957fdfece93998800f221217cf2cdd4ca131feb1010cc4b,POST,/api/domain/transfer-out,https://stabledomains.dev,domain/transfer-out,,domain,cloud.domains,,provision,cloud,Domain
a14505d14e51bfd4b20c84006853d011b9145fd89116f339f54e11f8c7735c22,GET,/proxy/performance-review-api-9b8b92,https://orbisapi.com,Score and summarize employee performance reviews with promotion eligibility.,Score and summarize employee performance reviews with promotion eligibility.,,travel.place_reviews,travel,analyze,marketing,
6a647eb141f0e67cc339a25be9da7fc431cfec14ebd4dff3f5d837b48e9e119d,GET,/proxy/hotel-price-guide-api-013cea,https://orbisapi.com,Hotel and accommodation cost guides by destination and travel style. Budget to luxury ranges. Built for AI travel agents.,Hotel and accommodation cost guides by destination and travel style. Budget to luxury ranges. Built for AI travel agents.,,travel.place_reviews,shop,lookup,travel,
2c9aee91da83e80e86375b371559361a4142c6062d38c6791b5d040ecd26205a,GET,/proxy/human-review-queue-balancer-api-1b50a2,https://orbisapi.com,"""Balance human review queues by risk, skill fit, SLA, reviewer load, and decision complexity""","""Balance human review queues by risk, skill fit, SLA, reviewer load, and decision complexity""",,travel.place_reviews,travel,analyze,devtools,
cec4252f059c6e062ca1d1cbebc291a83c30a814703a63a6bd571e3a4c4bd4d5,GET,/proxy/accessible-travel-planner-api-e20dd8,https://orbisapi.com,Score and plan accessible travel planner with actionable recommendations,Score and plan accessible travel planner with actionable recommendations,,travel.place_reviews,travel,analyze,,
68a1cc76cb1a9eadf95951fca73d12096298d977e1d097e0dc35ee29b78cefb6,GET,/proxy/project-risk-register-api-852dd9,https://orbisapi.com,Build project risk registers with scoring and mitigation planning,Build project risk registers with scoring and mitigation planning,,cloud.domains,devtools,analyze,devtools,
69c90f740e7dcdc738224a7107e427e98f4fae31dff7cffffb5b11194e16f665,GET,/proxy/domain-parser-api-8057e3,https://orbisapi.com,"""Parse domains into TLD, second-level domain, subdomain and root domain.""","""Parse domains into TLD, second-level domain, subdomain and root domain.""",,cloud.domains,devtools,extract,cloud,Domain
48feb9be7d4181606adb70d2ce4b22f8bc1162c40b097bc82395f335dc48fbfd,GET,/proxy/product-review-analyzer-api-3b69b8,https://orbisapi.com,"""Analyze product reviews for avg rating, sentiment signals and theme patterns.""","""Analyze product reviews for avg rating, sentiment signals and theme patterns.""",,travel.place_reviews,shop,analyze,,
64d4f5b913692cba58140a0b19f9c22a25148076ded551fbacde5cb2ec22e9bd,GET,/proxy/review-snippet-analyzer-api-49f76e,https://orbisapi.com,"""Extract review ratings, pros, cons, sentiment hints, and recurring topics from scraped text""","""Extract review ratings, pros, cons, sentiment hints, and recurring topics from scraped text""",,travel.place_reviews,travel,analyze,,
3119b2a5aaffacd975a3d56dedb5cf92a86cf4a87849c636c25bde892b055b63,GET,/proxy/hotel-data-intelligence-api-343ab5,https://orbisapi.com,"""Hotel intelligence: rate comparison across OTAs, review aggregation with theme extraction, amenity scoring, cancellation""","""Hotel intelligence: rate comparison across OTAs, review aggregation with theme extraction, amenity scoring, cancellation""",,travel.place_reviews,travel,analyze,,
0bdcf12c403ab535fbdf8bf6d555a2eebb9fed7531bf4c51bb0c6913c8f306d0,GET,/proxy/travel-budget-estimator-api-1e259a,https://orbisapi.com,"""Estimate travel budgets for budget, mid-range and luxury styles. Daily breakdown with emergency fund recommendation. Built for AI travel agents.""","""Estimate travel budgets for budget, mid-range and luxury styles. Daily breakdown with emergency fund recommendation. Built for AI travel agents.""",,travel.place_reviews,travel,analyze,,
930626356e8155faf6ec246c38af64688d0067a47aa8e1cd03895c68d048584a,GET,/proxy/hotel-price-lookup-api-d8557b,https://orbisapi.com,"""Hotel search, pricing, and availability for travel booking and itinerary agents""","""Hotel search, pricing, and availability for travel booking and itinerary agents""",,travel.place_reviews,shop,lookup,travel,
3a13f6423874b111d15b448b485b997b20f86ffb382c6fe0a9266d06b3424952,GET,/proxy/travel-time-sla-planner-api-f93243,https://orbisapi.com,"""Plan travel-time SLAs from zone distance, traffic buffer, service priority, and capacity""","""Plan travel-time SLAs from zone distance, traffic buffer, service priority, and capacity""",,travel.place_reviews,travel,analyze,,
c29fb3e2528c7dd607b28c15f19f1c82b6e751ad4d25b0d856b6b89cd2a0b39a,GET,/proxy/ai-evaluation-pipeline-builder-api-be063d,https://orbisapi.com,"""Builds evaluation pipelines with metrics, human review sampling, baselines, and statistical requirements.""","""Builds evaluation pipelines with metrics, human review sampling, baselines, and statistical requirements.""",,travel.place_reviews,travel,execute,devtools,
2a0b7408d1d07bcf64bb2cbda9b1aff9dce778f8af82eceacff65c03b82f61dc,POST,/proxy/hotel-price-lookup-api-d8557b/:endpoint,https://orbisapi.com,"""Hotel search, pricing, and availability for travel booking and itinerary agents""","""Hotel search, pricing, and availability for travel booking and itinerary agents""",,travel.place_reviews,shop,lookup,travel,
1a3a3a3e212ceb525ad9274f7401ea0fad4416a6a409625547dca8a83199be5b,POST,/api/bazaar/domain-observation-slots,https://kari.mayim-mayim.com,LN Church Domain Observation Slot,LN Church Domain Observation Slot,,cloud.domains,,lookup,cloud,
567fba892879e589fa3032e02e1791447c9fc334e3241759ee69c4deab3986fe,GET,/proxy/travel-destination-api-fe1941/:endpoint,https://orbisapi.com,"""Discover travel destinations with attractions, best times to visit and travel tips""","""Discover travel destinations with attractions, best times to visit and travel tips""",,travel.place_reviews,travel,search,,
15624e20dfe7ca75861844e9ed6bf6c63031dbc52c69a8aaaacfe94fc00b7929,GET,/proxy/domain-validator-api-7a69cd,https://orbisapi.com,"""Validate domain names, extract TLD and root domain, check for premium TLDs. Built for AI agents.""","""Validate domain names, extract TLD and root domain, check for premium TLDs. Built for AI agents.""",,cloud.domains,devtools,validate,cloud,Domain
c3b9662e176487fb72a897453c5f6b22a9522f11da38118958967b17123f0b84,POST,/proxy/review-sentiment-api-7e185b/:endpoint,https://orbisapi.com,"""Analyze restaurant reviews across Google, Yelp, TripAdvisor, DoorDash, and Uber Eats into structured sentiment, themes, risks, and response plans.""","""Analyze restaurant reviews across Google, Yelp, TripAdvisor, DoorDash, and Uber Eats into structured sentiment, themes, risks, and response plans.""",,travel.place_reviews,travel,analyze,,
e9bb705e9cfa8f3394112d4f532f33f7b505db809d0f23e1c4d0a9d86412cd41,GET,/proxy/travel-phrase-book-api-05d094/:endpoint,https://orbisapi.com,Essential travel phrases in 50+ languages with pronunciation guides,Essential travel phrases in 50+ languages with pronunciation guides,,travel.place_reviews,travel,lookup,,
d0548fc3bb330fa3b585e20ec90ef8ad68e4a79216385d64176ccb7c381fbc74,POST,/proxy/restaurant-lead-generation-api-86cfac/:endpoint,https://orbisapi.com,"""Find, score, enrich, and prepare outreach to restaurants that need marketing, reviews, SEO, web, delivery, or ops help.""","""Find, score, enrich, and prepare outreach to restaurants that need marketing, reviews, SEO, web, delivery, or ops help.""",,travel.place_reviews,travel,analyze,marketing,
aad9b77ebdff93c7f0a635eb5ed7749527ceda07db2641fd31a48e10218cadf2,GET,/proxy/domain-availability-api-073035/:endpoint,https://orbisapi.com,Check domain availability and generate alternatives,Check domain availability and generate alternatives,,cloud.domains,ai,lookup,cloud,Domain
9d73a45f5ea666cb29632680f3402c1b8288c441e49351ed1e93fde00b597db3,POST,/proxy/domain-availability-checker-api-8bccfb/:endpoint,https://orbisapi.com,Check if a domain name is available for registration across multiple TLDs.,Check if a domain name is available for registration across multiple TLDs.,,cloud.domains,devtools,lookup,cloud,Domain
f51d6a27477f03100dd3bbcce23fbeec92316e0bf586941681ae8be2469ca3ec,POST,/contract_specialist,https://solopreneur.apitoai.xyz,"""Contract review, negotiation strategies, template creation, key terms analysis, and vendor agreement management""","""Contract review, negotiation strategies, template creation, key terms analysis, and vendor agreement management""",,travel.place_reviews,travel,analyze,marketing,
cda01c6901dfe3da9b4e194949ce06efa3a0bf1fa714b38a4a7c92fc4a157512,POST,/account_manager,https://solopreneur.apitoai.xyz,"""Account planning, relationship management, upselling strategies, contract renewals, and strategic account growth""","""Account planning, relationship management, upselling strategies, contract renewals, and strategic account growth""",,cloud.domains,,analyze,marketing,
f3af199c1929dead3d0d6ed8d58883cf7f321a878d5456acc87478924332eab4,GET,/proxy/hotel-price-lookup-api-d8557b/hotel-price/list,https://orbisapi.com,"""Hotel search, pricing, and availability for travel booking and itinerary agents""","""Hotel search, pricing, and availability for travel booking and itinerary agents""",,travel.place_reviews,shop,lookup,travel,
aa61a5864e087ab3bcb2ce5d1881f2d41262f93e172790e6d222bdd78977401f,GET,/proxy/hotel-price-lookup-api-d8557b/hotel-price/info,https://orbisapi.com,"""Hotel search, pricing, and availability for travel booking and itinerary agents""","""Hotel search, pricing, and availability for travel booking and itinerary agents""",,travel.place_reviews,shop,lookup,travel,
a112be902df090f7eefdf28ec74ec3a703bf6559e7caaa1df7a8cb3be422a492,POST,/v1/projects,https://mpp.buildwithlocus.com,Create a project,Create a project,,cloud.domains,,provision,cloud,
139c53b658072d0a1ab4bd5275eb15bb8589111e3b4dfd59082610f70d4887f2,GET,/v1/projects,https://mpp.buildwithlocus.com,List projects,List projects,,cloud.domains,,lookup,cloud,
0862b5a7d1a7c273dea71e376a14f9f58ed9256efb399ac7c5409a6a6aaa3e7d,GET,/v1/projects/:projectId,https://mpp.buildwithlocus.com,Get project,Get project,,cloud.domains,,lookup,cloud,
06e7eb2c22f77a672a6e8e89b8f9fa35acb2113756b8cff1ee5988dd796db09d,DELETE,/v1/projects/:projectId,https://mpp.buildwithlocus.com,Delete project,Delete project,,cloud.domains,,provision,cloud,
ca22f0c2ff7ae8337d13e631e66c26a31ba0b69e39d65de737cc52b2b24fa97e,POST,/v1/domains,https://mpp.buildwithlocus.com,Register BYOD domain,Register BYOD domain,,cloud.domains,cloud,provision,cloud,Domain
49ac4a4b7bd129b8a42477df26fc8c8c0c4124f4342e8948dad5d7e03768c7f6,GET,/v1/domains,https://mpp.buildwithlocus.com,List all domains,List all domains,,cloud.domains,,lookup,cloud,Domain
a809f1fcbc8031804fe04014153dc05f56a1ba7dac7ee8d904bbbef5334766eb,POST,/v1/domains/:domainId/verify,https://mpp.buildwithlocus.com,Verify domain CNAME and cert,Verify domain CNAME and cert,,cloud.domains,,validate,cloud,Domain
a7d82653b50b3749763b610820ea443344fdd35b5bf6e9a6ebd467f1768959cd,POST,/v1/domains/:domainId/attach,https://mpp.buildwithlocus.com,Attach domain to service,Attach domain to service,,cloud.domains,,provision,cloud,Domain
8b041af8f73d672b12edc94737cadc184a746a621d579a31d49469584561ab00,DELETE,/v1/domains/:domainId,https://mpp.buildwithlocus.com,Delete domain,Delete domain,,cloud.domains,,provision,cloud,Domain
98ecd8c78734fe87a80c1fdf8d1cc056eba2edb1a1e2350656cae2c73442f3e6,GET,/places/v1/places/:id/photos/:photoId/media,https://googlemaps.mpp.tempo.xyz,Get a place photo,Get a place photo,,travel.place_reviews,maps,lookup,,
8a65cb2b8b6539e616b7ad766e98a279e9322cb6f5ff90dcd7f6b0f2a2984b79,GET,/v1/tiktok/shop/product/reviews,https://mpp.orthogonal.com,Product Reviews,Product Reviews,,travel.place_reviews,shop,lookup,,
ebde53dd18f97bfeb681f950f641c799ed1f4fa8701561b63f9333f65ef3d210,GET,/v1/domain-status,https://mpp.orthogonal.com,Check the status and availability of a domain.,Check the status and availability of a domain.,,cloud.domains,,lookup,cloud,Domain
8f3921bbf11e7230c0c39ebbdd82663471c13ce42411512d676c9d534e68bc57,POST,/reviews,https://mpp.orthogonal.com,"""Google Reviews - returns reviews for a specific business/place including review text, ratings, authors, dates, and""","""Google Reviews - returns reviews for a specific business/place including review text, ratings, authors, dates, and""",,travel.place_reviews,maps,lookup,,
287f9ae0ba8391ad99b691ca297c9b7328318089ed994ed78171f8c37e6d0500,GET,/v0/domains/:domain_id,https://mpp.api.agentmail.to,Get domain,Get domain,,cloud.domains,,lookup,cloud,Mailbox
6e41c8d225503da29a6bd296af545f22d5a5f35aa3b7c0ecf22779f3883cdbb7,GET,/v0/domains/:domain_id/zone-file,https://mpp.api.agentmail.to,Get zone file,Get zone file,,cloud.domains,,lookup,cloud,Mailbox
8280cba9b2f47b922cb578c44d5fbecee734d152962db2e6fcca1032812f8ab6,DELETE,/v0/domains/:domain_id,https://mpp.api.agentmail.to,Delete domain,Delete domain,,cloud.domains,,provision,cloud,Mailbox
2aa62569702983efe55fbe4528db1faed2bda3aabe7ea902c9cb3211b0ac2842,POST,/v0/domains/:domain_id/verify,https://mpp.api.agentmail.to,Verify domain,Verify domain,,cloud.domains,,validate,cloud,Mailbox
fc66ee6ca237d213c4699f137d489819b9729b24e29c428fe9838c36fd58f87e,GET,/v0/pods/:pod_id/domains,https://mpp.api.agentmail.to,List domains,List domains,,cloud.domains,,lookup,cloud,Mailbox
9cb0833a4c795dcec1cffb4a0d90829ea4d84c482f16f14359beaa883053ea29,GET,/v0/pods/:pod_id/domains/:domain_id,https://mpp.api.agentmail.to,Get domain,Get domain,,cloud.domains,,lookup,cloud,Mailbox
607c1a4c5d4f864f38295cdeede2db317d8cd427415195da95b343dfdca36f30,GET,/v0/pods/:pod_id/domains/:domain_id/zone-file,https://mpp.api.agentmail.to,Get zone file,Get zone file,,cloud.domains,,lookup,cloud,Mailbox
3bced40c6a97281c8a8e895e51dffea3662fa432517f16e9c2aa375a007b1965,POST,/v0/pods/:pod_id/domains,https://mpp.api.agentmail.to,Create domain,Create domain,,cloud.domains,,provision,cloud,Mailbox
620c79780d4f56b6646d54fd9bd346c46844874774600a920a63f85d5baaef81,PATCH,/v0/pods/:pod_id/domains/:domain_id,https://mpp.api.agentmail.to,Update domain,Update domain,,cloud.domains,,provision,cloud,Mailbox
bc430a1b841ac072ad4418bf3a710c651ec0c10c7831628064e3de05d079d923,DELETE,/v0/pods/:pod_id/domains/:domain_id,https://mpp.api.agentmail.to,Delete domain,Delete domain,,cloud.domains,,provision,cloud,Mailbox
ae2fa978392e260c9d6dd565e1a7047ab2868332e4dc3049739bbd2c40144e5d,POST,/v0/pods/:pod_id/domains/:domain_id/verify,https://mpp.api.agentmail.to,Verify domain,Verify domain,,cloud.domains,,validate,cloud,Mailbox
5b579c41215d7caabe8b7873c1667d301fe541009a556651d3e307079e060a55,GET,/x402/trust-score,https://decide.memoryapi.org,"""Vendor trust score (composite: reviews, uptime, SLA)""","""Vendor trust score (composite: reviews, uptime, SLA)""",,travel.place_reviews,travel,analyze,data,
adf6e94c789704ad919cb5e097619acf0b715f44d1596b994d0de67331dba409,POST,/v1/stack,https://agentlair.dev,Create domain stack,Provision a stack for your domain. Points nameservers to AgentLair DNS. Beta: DNS provisioning is stubbed. Full CF DNS integration coming Q2 2026.,domain,cloud.domains,cloud,provision,cloud,Domain
217bb2cf8244d203692c1635ff37d5c68f1f2505d060608bba25485a34e3ea54,POST,/domains/register,https://palmyr.ai,Register a domain for one year via Namecheap. Pricing is dynamic per-TLD — the 402 challenge returns the exact USDC amount (~$10 typical). Body: { domain },Register a domain for one year via Namecheap. Pricing is dynamic per-TLD — the 402 challenge returns the exact USDC amount (~$10 typical). Body: { domain },X-Payment,cloud.domains,,provision,cloud,Domain
50519c927e3633606569df0db4b3ca6ff96a2de3de04c06c79fb655c5d944368,GET,/domains/check,https://palmyr.ai,Check if a domain is available (query: ?domain=example.com). Free preflight before POST /domains/register.,Check if a domain is available (query: ?domain=example.com). Free preflight before POST /domains/register.,,cloud.domains,,lookup,cloud,Domain
02f677102908765a194ecdf54c83bceae0cb0b32057b213ea4c8abf37bc3a77a,GET,/domains/pricing,https://palmyr.ai,Per-TLD domain registration pricing. Free preflight before POST /domains/register.,Per-TLD domain registration pricing. Free preflight before POST /domains/register.,,cloud.domains,,lookup,cloud,Domain
718145d78ce7fbd9e8ee47f6290dc3f2986ed1032eb1f3d577cc1ebb9e5564ff,POST,/api/v1/rpc/ethereum,https://blockrun.ai,Multi-chain RPC,"""JSON-RPC 2.0 passthrough across 40+ chains (powered by Tatum). Swap `ethereum` in the path for any network — base, solana, polygon, bsc, arbitrum, optimism, avalanche, bitcoin, sui, and more: POST /api/v1/rpc/{network}. One endpoint, every chain, no API key. $0.002 per call; a JSON-RPC batch is priced per element.""",jsonrpc | method | params | id,compute.blockchain_rpc,crypto,execute,,
0dc6226f6d3912b7a67c3da45d1e2f4ff34bb4d8170fea09c27749ae21f2cdf1,POST,/x402/report-tx,https://x402.clashofcoins.com,Report a successful x402 transaction hash,"""First call returns HTTP 402 with PAYMENT-REQUIRED. Unpaid discovery probes may send an empty JSON body to read the challenge, but paid retries must send the exact same JSON payload with valid userId and txHash. Copy challenge.resource plus challenge.accepts[0] into PAYMENT-SIGNATURE as accepted, then retry this same POST to persist the report. Default price is $0.001.""",PAYMENT-SIGNATURE | userId | txHash,compute.blockchain_rpc,shop,send,crypto,
2277ac1fbfdcd15a3f21356443f1b33a3d93f60b2ecc8d0ce9c388b189034aa6,GET,/api/chain/block-number,https://api.onesource.io,Latest Ethereum block height - current chain tip via eth_blockNumber,"""Returns the latest mined Ethereum block height via eth_blockNumber against a live node. No caching - every call queries the upstream RPC fresh. Use this to sync an agent to the chain tip, to detect progress or stalls, or as a cheap liveness ping before issuing more expensive RPC calls.""",network,compute.blockchain_rpc,crypto,lookup,,
ab3a6e5af3bf3b4f18a798e6fdb77d97c2cd76d994db719da045b26619ca9b7c,GET,/api/chain/block/{number},https://api.onesource.io,"""Fetch an Ethereum block header and transaction hashes by number, tag, or hex via eth_getBlockByNumber""","""Returns the block header plus its transaction hashes for a given block number, tag (latest, pending, safe, finalized), or hex block number via eth_getBlockByNumber. Live from the upstream RPC node.""",number | network,compute.blockchain_rpc,crypto,lookup,,
e7bf723a956ec50442905400aaf762badd00218151e63c317fbea91708c7cb38,POST,/api/chain/call,https://api.onesource.io,Simulate a read-only Ethereum contract call via eth_call - no transaction sent,"""Simulates a contract read via eth_call - returns the raw ABI-encoded result without submitting a transaction. Pass 'to' (contract address) and 'data' (ABI-encoded calldata); optional 'from', 'value', and 'block' override the caller, msg.value, and block tag.""",network | data | from | to | value,compute.blockchain_rpc,crypto,execute,,
b76382a88cc146faa13def0d4d75b4628c81925fa61e4a01a0e547ec3e4eb0ec,GET,/api/chain/chain-id,https://api.onesource.io,Ethereum chain ID (EIP-155) via eth_chainId - confirm which chain a network is on,"""Returns the EIP-155 chain ID via eth_chainId, queried live from the upstream RPC node. Verify a backend is serving the expected chain before signing an EIP-155 transaction.""",network,compute.blockchain_rpc,crypto,lookup,,
ab0ca10bb56e4f1ef72ad2fbaa49368b9d38de55a9f15dd7e356096d98f3a566,GET,/api/chain/ens/{input},https://api.onesource.io,"""ENS resolve - turn a .eth name into an address, or an address into its primary .eth name, via eth_call on OneSource live Ethereum RPC""",Resolves a *.eth ENS name to its address (forward lookup) or an address to its primary ENS name (reverse lookup) via eth_call on the ENS Registry and Resolver contracts. Auto-detects direction from the input format.,input | network,compute.blockchain_rpc,crypto,lookup,,
3f3b72ffa454dbcf1913ec5c5723d7493bf8d05c4f45e13dba023a1d2d264c09,GET,/api/chain/network-info,https://api.onesource.io,"""Ethereum network info - chain ID, block height, and gas price in one batched RPC call (eth_chainId + eth_blockNumber + eth_gasPrice)""","""Batches eth_chainId, eth_blockNumber, and eth_gasPrice into a single round-trip to the upstream RPC node. Use this instead of three separate calls when bootstrapping an agent, probing liveness, or pre-flighting a transaction.""",network,compute.blockchain_rpc,crypto,lookup,,
a3eae0393641469b906f0de19123191d84bd644084a0fe8e2e3d10f33d5d0a3e,GET,/api/chain/pending,https://api.onesource.io,"""Pending Ethereum block - mempool transactions not yet mined, via eth_getBlockByNumber(""""pending"""")""","""Returns the pending block as seen by the upstream RPC node - transactions that are in the mempool but not yet included on-chain, via eth_getBlockByNumber(""""pending""""). Use this to monitor unconfirmed activity, spot front-running risk, or peek at what a node plans to mine next.""",network,compute.blockchain_rpc,crypto,lookup,,
9758edc976c4ba17cc37ea6445036b3522b9a81f63a85ba6854b57306d342552,GET,/api/chain/receipt/{hash},https://api.onesource.io,"""Transaction receipt via eth_getTransactionReceipt - status, gas, and event logs for a mined Ethereum transaction""","""Returns the mined transaction receipt - status (success/failed), gas used, effective gas price, emitted event logs, and block inclusion data - via eth_getTransactionReceipt. Returns null if the transaction is pending or unknown to the node.""",hash | network,compute.blockchain_rpc,crypto,lookup,,
551bce65d07f8621f5afacb0d6949d590ad56c8747012f1b43e3aa29e1734409,GET,/api/chain/storage,https://api.onesource.io,Read a raw storage slot from any Ethereum contract via eth_getStorageAt,"""Reads a 32-byte storage slot directly from a contract's storage via eth_getStorageAt. Useful for inspecting EIP-1967 proxy implementation slots, packed variables, and storage layouts that aren't exposed through a public function.""",contract | slot | block | network,compute.blockchain_rpc,crypto,lookup,,
d1b3168dde117304e15e44d3970ffb5a29752c0ef7ec5071f40b21859849c3e2,POST,/0g-galileo/,https://x402.quicknode.com,JSON-RPC proxy — 0g-galileo,,jsonrpc | method | params | id,compute.blockchain_rpc,crypto,execute,,
583aab7e473cacdce211b8783ff46624656841b34a6f9eb86da15adf24684e27,POST,/0g-mainnet/,https://x402.quicknode.com,JSON-RPC proxy — 0g-mainnet,,jsonrpc | method | params | id,compute.blockchain_rpc,crypto,execute,,
9ccd48b9f5cc61faa225265fa4c8cb5dd4632b155dcc1457f608835270ee8958,POST,/abstract-mainnet/,https://x402.quicknode.com,JSON-RPC proxy — abstract-mainnet,,jsonrpc | method | params | id,compute.blockchain_rpc,crypto,execute,,
21baae30ab7c04184ed8b3839e750666cb67ab2486605dbd08ccde46a344d3fe,POST,/abstract-testnet/,https://x402.quicknode.com,JSON-RPC proxy — abstract-testnet,,jsonrpc | method | params | id,compute.blockchain_rpc,crypto,execute,,
50a4234dee9c058f00c013dd7429fd59dc829dc8caeb2c609401769983b02a93,GET,/fx-rates,https://x402.ottoai.services,Live fiat FX rates — USD vs ~30 major currencies (ECB),"""Live fiat foreign-exchange (forex) rates: USD against ~30 major currencies — EUR, GBP, JPY, CNY, CAD, AUD, CHF and more — from European Central Bank (ECB) reference rates. One call returns the full table; derive any cross-rate or currency pair. Built for agents pricing cross-border ops, treasury, invoicing and FX conversion. Refreshed daily, keyless, pay-per-call.""",,data.exchange_rates,finance,lookup,,
b9e9d5f56637bff3f809c93df358c0ee0a8560a46d246b205b95b53e025d24cd,GET,/api/v1/surf/exchange/funding-history,https://blockrun.ai,Surf — Perp Funding Rate History,Funding rate history for a perpetual contract.,,data.exchange_rates,,lookup,crypto,
e7146456174c32795f33c66e7a0a528811e62145b0066392b8c1c7115a6733ea,POST,/x402/token-price,https://public.zapper.xyz,Get real-time token price and market cap,,address | chainId | currency,data.exchange_rates,crypto,lookup,,
f41db20affe4b6f3e3ad33810338a6a0582a21b85a5322a5f068571a8e0840eb,POST,/x402/historical-token-price,https://public.zapper.xyz,Get the price of a token at a specific point in time.,,address | chainId | timestamp | currency,data.exchange_rates,crypto,lookup,,
6318243ea9aa1fccf4fb292d80c00939c481480569ea5d031294437c02470b97,GET,/api/v1/kr-prices,https://api.printmoneylab.com,Kr Prices,,symbol | exchange,data.exchange_rates,,lookup,finance,
2357e221758c0cb912d3f4f06c2fe89a91dd49778c86505334ac1e827ffe8bec,GET,/api/v1/fx-rate,https://api.printmoneylab.com,Fx Rate Endpoint,,,data.exchange_rates,,lookup,finance,
a0570da7cf85a444b7cd1723cb6d4636c5718dd04316dbbcc7981c84db05fd1f,GET,/getcustomsdutyrates,https://api.interzoid.com,"""Retrieve import customs duty rates for any HS code entering any country — with MFN applied rates, preferential FTA rates, import VAT/GST, additional duties (anti-dumping, safeguard, excise), de minimis thresholds, and non-tariff restrictions.""",,hscode | lookup,data.exchange_rates,data,lookup,,
e4fc8dd23db059f8cd301ba008db0a73bfff591ab334c880ce4e3ce85eabdbd3,GET,/fx/{base}/{quote},https://api.tickersfeed.net,Foreign exchange rate,"""Exchange rate for a currency pair using 3-letter ISO 4217 codes (e.g. USD/EUR, GBP/JPY). Returns the latest available rate. Costs $0.001 USDC.""",base | quote,data.exchange_rates,finance,lookup,,
